JEAFBPFEDAM	BPGIGODONBH	CGGMNMMBOND	NLFMOMNLBDJ	PGABGPKMNAN	CGMCBILGBLC	FPCBLGCAKBP	LGKEHFPCIJE	GINIFNCJGKI	FIONDMKOIJI	OAHAOLFCLOK	PNCCJLPGLEB	IPEJKELGEPE	GLFAHCGDBJD	EHPLOJAFJFI	NOHPFLNFAOK	APGDLLPCHDI	MNGJEEHMOMD	JIANHJDNLHL	teleport_id
[]	"Subway_PlayerPos_Default2"	153	"1040140189"	"TeleportName_501"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSixthStreet.png"	100002	FALSE	""	6001	1	[]	60	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	6001
[]	"SubwayFortuneSquare_PlayerPos_Default"	154	"1040140260"	"TeleportName_502"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconLuminaSquare.png"	100011	FALSE	""	6002	1	[]	60	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	6002
[117]	"Garage_PlayerPos_ActivityQuestioner_TP01"	3	"1040140371"	""	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconParking.png"	100001	FALSE	""	0	0	[]	5	[]	[10130082]	TRUE	"TeleportName_01_DecorativeText"	1	11001
[117]	"FortuneNEPS_PlayerPos_ActivityQuestioner_TP02"	102	"1040140371"	""	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNEPS.png"	100011	FALSE	""	0	0	[]	80	[]	[10130082|10130083|10130084|10130085|10130086]	TRUE	"TeleportName_01_DecorativeText"	1	11003
[117]	"FortuneSquare_PlayerPos_ToMall01"	101	"1040140371"	""	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconLuminar.png"	100011	FALSE	""	0	0	[]	40	[]	[10130086]	TRUE	"TeleportName_01_DecorativeText"	1	11004
[]	"Zero_PlayerPos_HadalEnter"	151	"1040140255&1227000005"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIBattlePortal_HadalZonePageController"	0	0	[3]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	11005
[117]	"Street_Teleport_ToNewsStand"	1	"1040140088"	"TeleportName_09"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNewsstand.png"	100009	FALSE	""	0	0	[]	10	[]	[70060]	TRUE	"TeleportName_01_DecorativeText"	1	11006
[]	"Zero_PlayerPos_HadalEnter"	151	"1040140255&1227000010"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIBattlePortal_HadalZonePageController"	0	0	[4]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	11007
[]	"OuterRing_TeleportPos_Cheesetopia01"	104	"1040140418"	"TeleportName_905"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconCheesetopia.png"	100011	FALSE	""	0	0	[]	90	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	11008
[]	"Zero_PlayerPos_NewHadal"	151	"1040140522"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconAssault.png"	100011	FALSE	""	0	0	[]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	11009
[]	"Zero_PlayerPos_NewHadal"	151	"1040140522"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconAssault.png"	100011	FALSE	"UIBossChallengePageController"	0	0	[]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	11010
[]	"Beach_PlayerPos_Teleport_Aquarium"	202	""	""	0	""	106057	FALSE	""	0	0	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	106058
[]	"Beach_PlayerPos_VisitorCenterOpenUI"	202	""	""	0	""	106057	FALSE	"UISummerEventPrepPageController"	0	0	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	106059
[]	"Beach_PlayerPos_VisitorCenterOpenUI"	202	""	""	0	""	106057	FALSE	"UISummerEventPrepPageController"	0	0	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	106060
[]	"Beach_PlayerPos_VisitorCenterOpenUI"	202	"1100141563"	""	0	""	106057	FALSE	"UISummerSelectLevelPageController"	0	0	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	106061
[]	"Beach_PlayerPos_VisitorCenterOpenUI"	202	"1100141566"	""	0	""	106057	FALSE	"UISummerSelectSurfingLevelPageController"	0	0	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	106062
[]	"Beach_PlayerPos_VisitorCenterOpenUI"	202	"1100141569"	""	0	""	106057	FALSE	"UISummerFishAquariumPageController"	0	0	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	106063
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251001]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010001
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251002]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010002
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251003]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010003
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251004]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010004
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251005]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010005
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251006]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010006
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251007]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010007
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251008]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010008
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251009]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010009
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251009]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010010
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251011]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010011
[]	"Zero_NPCPos_RoutineCleanupDefault"	151	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDoubleElitePageController"	0	0	[12251012]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1010012
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12253007]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011001
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12253008]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011002
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12253009]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011003
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12253010]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011004
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12253011]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011005
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[1225300701]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011006
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[1225300801]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011007
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[1225300901]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011008
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[1225301001]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011009
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[1225301101]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011010
[]	"FortuneHIA_PlayerPos_Professional"	103	"1040140339"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[1225301201]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1011011
[]	"Zero_NPCPos_NotoriousHuntDefault"	151	"1040140298"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12252001]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1012001
[]	"Zero_NPCPos_NotoriousHuntDefault"	151	"1040140298"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12252002]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1012002
[]	"Zero_NPCPos_NotoriousHuntDefault"	151	"1040140298"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12252003]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1012003
[]	"Zero_NPCPos_NotoriousHuntDefault"	151	"1040140298"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12252004]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1012004
[]	"Zero_NPCPos_NotoriousHuntDefault"	151	"1040140298"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12252005]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1012005
[]	"Zero_NPCPos_NotoriousHuntDefault"	151	"1040140298"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12252006]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1012006
[]	"Zero_NPCPos_NotoriousHuntDefault"	151	"1040140298"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossInfoPageController"	0	0	[12252007]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1012007
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[1|304]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1020001
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[1|302]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1020002
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[1|303]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1020003
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140193"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[1|324]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1020004
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[2|305]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1021001
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[2|306]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1021002
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[2|307]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1021003
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[2|308]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1021004
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[2|309]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1021005
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[2|325]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1021006
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140333"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[3|314]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1022001
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140333"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[3|315]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1022002
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140333"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[3|316]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1022003
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140333"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[3|317]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1022004
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140333"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[3|318]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1022005
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[4|310]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1023001
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[4|311]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1023002
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[4|312]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1023003
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[4|313]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1023004
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[4|323]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1023005
[]	"FortuneHIA_PlayerPos_Quest10020183_2"	103	"1040140119"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIDailyChallengePageController"	0	0	[4|326]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1023006
[]	"Activity_Summer_Beach_NPCPos_SeaBoat_Island_PlayerTele"	202	""	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconCod.png"	100011	FALSE	""	1	1	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	6000103
[]	"Zero_PlayerPos_Default"	151	""	"TeleportName_16"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconZone.png"	100011	FALSE	""	0	0	[]	50	[]	[70200]	TRUE	"TeleportName_01_DecorativeText"	1	7020001
[]	"Zero_PlayerPos_Teleport02"	151	""	"TeleportName_503"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconInterior.png"	100011	FALSE	""	0	0	[]	50	[]	[70200]	TRUE	"TeleportName_01_DecorativeText"	1	7020002
[117|123]	"Street_NPCPos_Activity_ActivityCombatPause_Player_1"	1	""	"TeleportName_503"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconInterior.png"	100011	FALSE	""	0	0	[]	10	[]	[70320]	TRUE	"TeleportName_01_DecorativeText"	1	7020003
[117]	"VRBabelTowner_Enterpoint_Transform"	103	"1040140066&1040140620"	"TeleportName_701"	4724	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconBattleTower.png"	100011	FALSE	""	0	0	[]	70	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	7020004
[117]	"VRBabelTowner_Enterpoint_Transform"	103	"1040140066"	"TeleportName_701"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	""	0	0	[]	70	[]	[13045014]	TRUE	"TeleportName_01_DecorativeText"	1	7020005
[117|123]	"Street_NPCPos_Activity_ActivityCombatPause_Player_2"	1	""	"TeleportName_503"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconInterior.png"	100011	FALSE	""	0	0	[]	10	[]	[70320|70321|70322|70323|70324|70325]	TRUE	"TeleportName_01_DecorativeText"	1	7020006
[]	"VRBabelTowner_Enterpoint_Transform"	103	""	"TeleportName_701"	4724	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconBattleTower.png"	100011	FALSE	""	0	0	[]	70	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	7020007
[]	"VRBabelTowner_Enterpoint_Transform"	103	"1040140066&1040140620"	"TeleportName_701"	4724	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconBattleTower.png"	100011	FALSE	""	0	0	[]	70	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	7020008
[117|123]	"NPCPos_Activity_BangbooQuixote_D0_101"	1	""	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	""	0	0	[]	10	[]	[70510|70511|70512|70513|70514|70515|70516|70517|70518|70519|70520|70521]	TRUE	"TeleportName_01_DecorativeText"	1	7020009
[117|123]	"Activity_SayItWithFlowers_FortuneSquare_PlayerPos_shop_tele"	101	""	""	0	""	100011	FALSE	""	0	0	[]	40	[]	[70470]	TRUE	"TeleportName_01_DecorativeText"	1	7020010
[117|123]	"Activity_SayItWithFlowers_FortuneSquare_PlayerPos_shop_tele"	101	""	""	4743	""	100011	FALSE	"UIFlowerShopPrepPageController"	0	0	[]	40	[]	[70470|70472|70474]	TRUE	"TeleportName_01_DecorativeText"	2	7020011
[117|123]	"FortuneSquare_PlayerPos_ToCinema02"	101	""	"TeleportName_503"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconInterior.png"	100011	FALSE	""	0	0	[]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	7020012
[]	"VRBabelTowner_Enterpoint_Transform"	103	"1040140066&70570201"	"TeleportName_701"	4724	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconBattleTower.png"	100011	FALSE	""	0	0	[]	70	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	7020013
[]	"VRBabelTowner_Enterpoint_Transform"	103	"1040140066&70570201"	"TeleportName_701"	4724	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconBattleTower.png"	100011	FALSE	""	0	0	[3]	70	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	7020014
[117|123]	"Activity_FruitToys_PlayerPos_D1_1"	101	""	""	0	""	100011	FALSE	""	0	0	[]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	7020015
[]	"Steleport_ide_MultiTroops_WaifeiHeights_PlayerPos_UIEnter"	201	"30070055"	""	0	""	100011	FALSE	"UIVoteleport_idFrontLevelPageController"	0	0	[1]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	7020016
[]	"Steleport_ide_MultiTroops_WaifeiHeights_PlayerPos_UIEnter"	201	"30070055"	""	0	""	100011	FALSE	"UIVoteleport_idFrontLevelPageController"	0	0	[2]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	7020017
[117|123]	"Activity_PhotoCheckIn_PlayerPos_forStart"	1	""	""	0	""	100011	FALSE	""	0	0	[]	10	[]	[70530]	TRUE	"TeleportName_01_DecorativeText"	1	7053001
[]	"Activity_PhotoCheckIn_PlayerPos_D1_1"	104	""	"TeleportName_01"	0	""	100011	FALSE	""	0	0	[]	90	[]	[70271|70531]	TRUE	"TeleportName_01_DecorativeText"	1	7053102
[]	"Activity_PhotoCheckIn_PlayerPos_D1_2"	107	""	"TeleportName_01"	0	""	100011	FALSE	""	0	0	[]	130	[]	[70272|70531]	TRUE	"TeleportName_01_DecorativeText"	1	7053103
[]	"Activity_PhotoCheckIn_PlayerPos_D2_1"	153	""	"TeleportName_01"	0	""	100011	FALSE	""	0	0	[]	60	[]	[70273|70532]	TRUE	"TeleportName_01_DecorativeText"	1	7053202
[]	"Activity_PhotoCheckIn_PlayerPos_D2_2"	101	""	"TeleportName_01"	0	""	100011	FALSE	""	0	0	[]	40	[]	[70274|70532]	TRUE	"TeleportName_01_DecorativeText"	1	7053203
